关键词,用户名,发布时间,来自,博文,转发数,评论数,收藏数,页面网址
清零,-子尧-,"
                        今天18:37
                        ",,"
                    【cv圈正能量：赵路 谢添天 冯骏骅 夏磊 刘北辰等配音老师争当抗疫志愿者】看了一周cv圈的负面消息，人都麻了，来点阳间新闻洗洗眼吧！ 祝上海早日清零，查理苏早日复声，在沪毛子们早日自由 ​                ", 507, 148,1367,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=10
清零,国资小新,"
                        今天18:37
                        ",微博视频号,#抗击疫情 央企行动#【“四叶草”方舱医院部分区域完工交付】上海坚持“动态清零”总方针，从严从实开展防控。中央企业调集力量、众志成城，全力以赴助力上海方舱医院建设。作为目前上海最大的方舱医院，国家会展中心（上海）方舱医院正在加快建设，预计可提供50000张床位。方舱医院在部分区域还增设双 ​  展开c, 0, 评论,8,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=10
清零,子非鱼好想,今天 18:36 转赞人数超过90,OPPO A93 5G,"#潍坊疫情#我知道很多人想要开学，但是真正喜欢学习的人在哪里都会学好，没必要攻击那些反对开学的人。
你要是想早点开学就做好疫情防控，真正开学了就不可能出病例了吗？还不如在疫情清零的时候开学。安丘和潍城都出了病例，开学啊最后一轮核算的时候检测出想要小阳人你们就开心了，真正做到大批量感 ​ 展开c", 3, 82,116,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=10
清零,海盐修狗,"
                        今天18:35
                        ",iPhone,"
                    一夜没睡。研究了一晚上上海疫情，猜测未来1-3年的防疫形势，总有一天会从清零转变，变成温和放开+严格隔离结合，把感染数控制在一个可接受的水平，在恢复正常生活的情况下不出现医疗资源的挤兑温和放开的前提是，国内老年人有较高的有效疫苗接种率，我们的mRNA疫苗也能研发出来，进行不同种疫苗接种 ​  展开c", 0, 6,1,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=10
清零,风云学会陈经,"
                        今天18:35
                        ",小米11,"#张文宏说这一波奥密克戎袭击很快很猛#
好几天了，张文宏终于认识清楚了，要坚决清零

现在情况清楚了，大家知道奥密克戎的传播速度了，不能大意了。美国人医学水平那么厉害，也需要事实教育，开始都是有些迷糊的。张文宏是国家传染病医学中心主任，这职位是很高的国家荣誉，也有责任提出一些传染病方 ​ 展开c", 12, 167,470,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=10
清零,警狮心言,今天 18:34 转赞人数超过10,nova7Pro你在焦点在,#复旦五虎# 这五人属不属于对抗中央“动态清零”政策的技术官僚集团？ ​                , 0, 评论,21,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=10
清零,老妖依然范特西,"
                        今天18:33
                        ",iPhone客户端,"
                    1，丢掉幻想，疫情管控，看来彩打的课件快递不是一两天就能收到了。。今晚先预热一下，明天正式开始，远离手机，投入学习状态！优先ACCA六月考试，其次对于注会的复习也采取动态清零！2，百年未有之大变局，越是震荡，机遇越大。一个人的命运，不仅要靠自我奋斗，也要考虑到历史进程。 3，这几天，反 ​  展开c", 0, 评论,0,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=10
清零,壹点文字,今天 18:33 转赞人数超过70,iPhone 7 Plus,"
                    这段时间，长沙天气晴好，大概是梅雨季节到来前难得的好气候。然而防疫情势吃紧，所有景点都被关闭，也不可以去郊游，生怕一不小心健康码变成了黄色。这两天情况好转，全市病例动态清零，没收到防疫指挥部核酸检测通知。下午，我们来到湘江边露营，用手机拍摄了几张图片。看到摘下口罩的人多起来，儿童 ​  展开c", 2, 17,88,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=10
清零,韩冬2020前五天始随记,"
                        今天18:31
                        ",OPPO R15 梦镜版,"
                    感觉距离解封不远了？！这两天看到了好的信息，比如说长春市几个地方实现动态清零目标，那就快了，有点开心，商户关门马上一个月了，差两天，这圈的在家。#长春疫情##吉林疫情##英雄联盟##英雄联盟手游##游戏# ​                ", 0, 评论,1,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=10
清零,mini小tutu,"
                        今天18:31
                        ",小米手机,#上海多家超市卖场恢复营业#可能明天发新闻说清零了 ​                , 0, 评论,10,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=10
清零,CGTN西班牙语频道,"
                        今天18:30
                        ",微博视频号,"
                    【面对新冠疫情 中国坚持“动态清零”｜China se adhiere a la política dinámica de cero contagios de COVID-19】Con respecto a la política de cero COVID de China, siempre ha habido algunas dudas en los medios de comunicación occidentales. Por ejemplo, hay voces que creen que tal estr ​  展开c", 4, 评论,2,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=10
清零,肖肖Elvira,"
                        今天18:26
                        ",多多小炭火iPhone 11,#连云港快递#我真的很想骂了！！！多久了！！！一个多月，清零这么久快递还是不通，我不理解，一直都在陆续恢复，恢复你个头，一刀切有意思么？别说吃的滞留的都差不多可以丢掉了，说把积压的先派送，好家伙滞留一个月现在又退回了。…？？？ ​                , 0, 5,11,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=10
清零,一只蹦蹦跳跳的尤物,今天 18:26 转赞人数超过300,微博 weibo.com,"
                    昨天直播的时候就聊到了一个问题，为什么很多人现在对清0的态度发生了剧烈变化？再聊一遍这个事情。之前为什么我们大多数情况下支持清零，没有太大的抱怨声，这个问题的答案其实是一笔经济账，因为那时候清0是稳赚不赔的。当时的病毒特性是传播性没现在这么强，但致死率很高，所以必须控住。而被封 ​  展开c", 58, 111,401,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=10
清零,谭于晏医生,今天 18:25 转赞人数超过20,OPPO Reno5 5G,"
                    钟院士发声了，我非常认同钟老观点。我2号发博也这么认为，其实医疗圈很多大佬看法都一致了，动态清零，准备充分，逐步开放。当下许多事情多多少少给各位带来了不少麻烦，影响到不少人生活和工作，我们再坚持一下，生活就会恢复正常。我也想去非洲草原看狮子，去澳洲打袋鼠，世界那么大，我们余 ​  展开c", 4, 23,54,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=10
清零,青春诗夜航星,今天 18:24 转赞人数超过10,iPhone客户端,#南京高校解封#为什么我们要等（）清零再解封呢 ​                , 0, 1,20,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=10
清零,_陳sir,"
                        今天18:24
                        ",微博视频号,"
                    都在说上海“病了”？不要忘记！共克时艰全面“清零”才是正道！#超能新星汇##疫情宅家故事# L_陳sir的微博视频 ​                ", 0, 评论,0,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=10
清零,Z_我欲乘风_wy,"
                        今天18:23
                        ",iPhone客户端,"
                    今天的数字让我看到了一丝希望，但愿中旬可以真正做到清零🙏🙏🙏校内活动也行啊！🙊解封了第一顿就要吃新疆炒米粉，然后炸串 饺子 蛋糕 炸鸡汉堡等等等等！或许有人吃过图5那个炸地瓜饼嘛！小学门口炸串店必点单品太香了谁懂！ ​                ", 0, 2,6,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=10
清零,小左不甜_,今天 18:21 转赞人数超过200,iPhone客户端,#中国当前不适用完全开放#嗯嗯嗯 把人都饿死就清零啦 胜利就在前方 加油 ​                , 3, 49,296,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=10
清零,Prince夏雨初晴,今天 18:21 转赞人数超过20,,#北京在进口汽车配件货物中检出核酸阳性#清零政策已经不灵了 随着国外全部放开 任何进口货物 都有可能留有病毒 怎么防 怎么清零 可笑！前几天的东南亚进口香蕉，最近新增的望京韩国服装店，这又一个配件好家伙打地鼠！进口的东西不能掉以轻心 必须严查！ ​                , 0, 13,44,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=10
清零,今天也是要努力鸭,今天 18:21 转赞人数超过10,nova7你在焦点在,#唐山有序解封#要不再封20天，把居民人数也清零算了，到时候保证不会有疫情了 ​                , 0, 2,20,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=11
清零,小清30年,今天 18:21 转赞人数超过90,微博 weibo.com,"
                    大家吵架经常吵得不是一个东西嘛，你说动态清零，各个地方的动态清零是一个东西吗？同样是从上海输入了几十例病例，南昌直接学深圳，按暂停键了；长沙封了几个社区，没干其它。武汉更别说了，3月中旬开始隔离上海人，现在风平浪静，知乎有个武汉人用武汉的人流疯狂打上海的脸。理解中国特色的央地关系 ​  展开c", 13, 19,100,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=11
清零,RbTBBT3N24,"
                        今天18:21
                        ",iPhone客户端,"
                    为什么杭州的快速发不了南京啊？南京清零了 然而所有高校封的更严格了全球GDP第四的城市在为找吃的而焦虑吉林疫情已经一个多月了广东疫情又起来了已经是第三年了魔幻现实主义 ​                ", 0, 5,0,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=11
清零,Nanaviolet,今天 18:19 转赞人数超过10,微博 weibo.com,"
                    为什么毒食品不清零？为什么人贩子不清零？为什么失业率不清零？为什么饿死率不清零？为什么妄想要清零大自然的病毒？为什么只清零评论区？#上海疫情# ​                ", 2, 评论,12,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=11
清零,陈先生0595,"
                        今天18:18
                        ",iPad mini,"
                    从武汉新冠疫情爆发以来已经三年了，口罩也戴了，预防接种疫苗也打了三针了，现在已经扩散到31省市自治区，每一次每一地都坚持清零，封控，足不出户，闭环管理，可是，为什么疫情始终得不到根本的解决，真的很迷茫，因疫情久拖不决，民生问题越来越突出，经济一片萧条，令人忧心，不知专家们有没有什么 ​  展开c", 0, 评论,3,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=11
清零,海豚佩佩,"
                        今天18:18
                        ",HUAWEI P40 Pro 5G,"
                    很多人说动态清零是国内核酸检测利益集团绑架政策的结果这种思维能力已经接近幼儿园水平了。试问躺平的国家那么多，哪国做到不测核酸了？一天新增几十万，核酸测得少了？ ​                ", 3, 4,3,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=11
清零,kitokayo,今天 18:17 转赞人数超过30,iPhone客户端,#中国当前不适用完全开放#谁管你开放不开放，那是你们传染病专家和高高在上的领导研究的事情，我想要的只是不影响我正常生活，你有本事做到一边清零一边正常生活生产就行，问题是现在严重影响了知道吗。到现在都不知道根本矛盾点在那里，还在使劲宣传清零or放开清零or放开，傻叉一样 ​                , 1, 18,63,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=11
清零,小胖先Sen,今天 18:16 转赞人数超过30,iQOO 8 Pro 赛道传奇,#河南新增1例本土确诊17例本土无症状感染者#希望早点清零，能让我们过个快乐的五一假期 2郑州 ​                , 0, 12,163,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=11
清零,射手耀华,今天 18:16 转赞人数超过10,微博视频号,"
                    长春市8日新增本土确诊150例、无症状648例！拐点出现，离社会面动态清零又近了一步！希望就在前面！长春加油！ L射手耀华的微博视频 ​                ", 0, 5,16,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=11
清零,北京晚报,今天 18:16 转赞人数超过500,新版微博 weibo.com,"
                    【#为何要坚持动态清零#？】上海和吉林疫情目前仍处于发展状态，防控形势严峻复杂。当前在网络上有一些说法，认为“奥密克戎就是大号流感”、“躺平”“共存”才是正道。多位专家表示，虽然奥密克戎的毒力相对之前的变异株有所下降，但其病死率仍达到0.7%，远高于流感的0.1%。在中国14亿总人口和庞大老 ​  展开c", 40, 129,552,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=11
清零,行在人间四季,"
                        今天18:15
                        ",iPhone客户端,"
                    昨天夜里收拾厨房到一点 早上六点起来继续洗洗擦擦整理整理 话说疫情期间先清零的是我的冰箱？现在能给我物资的除了会飞 一般人还真没办法 下午又收拾一下抽屉零散的物品… 几个大本看起来我也挺小康啊？昨天把春季衣服收拾出来了 结果今天30度 又把夏装翻出来 到底三十了 衣服不再是黑白灰了 想挂烫 ​  展开c", 0, 评论,0,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=11
清零,雪時雨改六,今天 18:15 转赞人数超过10,Xperia1II Android,"
                    全民核酸根本无助于清零，很多感染都是在做核酸中发生的。真想清零那就全城封锁两周，病重的或者家里有老人的拉去隔离治疗，剩下无症状或者轻症两周就康复了，根本不需要这样折腾，核酸只会越做越多。 ​                ", 1, 1,9,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=11
清零,夢境裡的海,"
                        今天18:15
                        ",iPhone客户端,"
                    上海不清零 江苏不解封 ​                ", 0, 1,10,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=11
清零,深圳市互联网行业联合会,"
                        今天18:14
                        ",新版微博 weibo.com,"
                    【特评｜坚持“动态清零”总方针 打好“精准防”持久战】疫情还在继续，深圳精准防控的弦时刻紧绷。全市还面临疫情外部输入和内部反弹风险交织叠加的挑战，我市防控形势依然严峻复杂，我们决不能有丝毫的麻痹思想、厌战情绪、侥幸心理、松劲心态。坚定信心与严阵以待是一体两面。有打赢疫情防控持久 ​  展开c", 0, 评论,0,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=11
清零,关雅荻,"
                        今天18:14
                        ",iPhone 12 Pro Max,"
                    新华社评论，关于“动态清零”。。。链接：O新华时评：“动态清零”是真正的以人为本 ​                ", 2, 4,21,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=11
清零,忹仔在水中,今天 18:14 转赞人数超过10,唠叨大王的Android,"
                    嗯嗯，但是我现在只在意一个问题，就是你们能不能让非疫区的高校解封......截止目前本人已兢兢业业勤勤恳恳在学校里封了一个月零两天，要是还没清零咱肯定继续忍着；可是既然已经清了那能不能解封啊，或者退一步，劳动节能不能放老子出去逛逛街......再关下去真的会发疯。。 ​                ", 0, 评论,10,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=11
清零,Ssloveyc,今天 18:13 转赞人数超过10,iPhone客户端,#上海副市长哽咽发言#哇唔 事到如今还有人觉得不该封城？笑死了 多少城市被外溢的害的？况且上海那叫封城吗？顶多叫封区 否则就不会又连累别个市了上海要是早封城估计早就清零了 还会像这样全国遍地开花？ ​                , 0, 1,12,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=11
清零,黄西服的叉宵包,"
                        今天18:13
                        ",超級農農HarmonyOS设备,#广州 疫情#。。。好几个学校都停课了不过我觉得广州做的也算不错了 希望早日清零🍀 ​                , 0, 评论,3,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=11
清零,早报网,今天 18:12 转赞人数超过1600,新版微博 weibo.com,"
                    【钟南山：中国当前疫情形势不适合完全开放】中国工程院院士钟南山对中国目前疫情形势作出最新研判。他认为，中国当前形势下，“完全开放是不适用的，动态清零是可取的，但要进行逐步开放的政策”。（到联合早报网阅读全文） ​                ", 66, 225,2192,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=11
清零,河北新闻网,"
                        今天18:09
                        ",,"
                    【#安国市社会面检出阳性病例首日实现清零#】 4月9日下午，安国市政府新闻办召开新冠肺炎疫情防控工作新闻发布会↓↓↓据介绍，4月8日，该市社会面检出阳性病例首日实现了清零。截至4月8日下午14：00，安国市已完成第9轮核酸检测，采集样本303972份，已出结果303972份。其中，在隔离点检出新增阳性病 ​  展开c", 0, 1,8,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=11
清零,如何成为快乐笨蛋,今天 18:09 转赞人数超过10,恋爱脑iPhone 13 Pro(金色),"
                    我希望 济南15号之前清零 然后都给我安静14天 别耽误五一放假 懂 别让我失望#济南疫情# ​                ", 0, 3,22,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=12
清零,贵族乞丐,今天 18:08 转赞人数超过10,,#张文宏说这一波奥密克戎袭击很快很猛# 张文宏医生一直强调的也是“动态清零”，只是上海先期没有为清零做足准备，才造成当前暂时的困局。各方面支持“动态清零”的目的都是相同的，那就是为了快速恢复正常的医疗秩序，提高救治质量，更加充分合理地地利用好现有的医疗资源。#乞丐说事# ​                , 1, 3,16,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=12
清零,王孟源dudu,今天 18:07 转赞人数超过1200,新版微博 weibo.com,"#问答时间# 為公益做小小的犧牲是公民的責任和光榮，以鄰爲壑、自私自利則是社會自我銷蝕的腐朽思想

问：请教下王先生，上海已经错过封控的黄金时期，各种外溢，基层基本瘫痪，连物资保障都做不到，全去抗疫了，城市已经失能，这么大代价真的能把奥密克戎清零吗？这样下去东南沿海经济都要停摆，还想 ​ 展开c", 59, 138,1263,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=12
清零,小葵的守护星,今天 18:06 转赞人数超过20,iPhone客户端,"#中国当前不适用完全开放#
本来就是啊
国外不清零
国内永远都会有疫情
同一个地球命运共同体
不可能像朝鲜那样搞闭关锁国
我们是发展中国家
我们的任务任务任重道远肯定还是需要高速发展的
只是一直在想有没有更好的办法
能平衡和保障开放后14亿人民的民生健康
希望能早日给出合理的措施
实现经济与民 ​ 展开c", 0, 1,27,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=12
清零,王舜现代,"
                        今天18:06
                        ",微博 weibo.com,"
                    回复@湖北阮国春6688:#上海之窗# #疫情防控# #动态清零才是制胜法宝#//@湖北阮国春6688:#武汉解封两周年# #战上海#上海必胜！ #疫情结束就一起去旅游吧#", 0, 1,0,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=12
清零,酒精过敏的syf,"
                        今天18:06
                        ",疫情超话,"
                    看上海的疫情应对策略 就已经比武汉要放松很多 所谓的免费和政府掏钱 其实还是广大纳税人的钱 除非完全的“闭关锁国” 否则当前国际形势 其实很难做到彻底清零 而大面积的封闭 停工停学更是会影响到经济发展 浅浅预测一下 未来会逐步放开 有时候在嘲讽其他西方国家水深火热的同时 也应该思考 他们的应 ​  展开c", 0, 评论,4,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=12
清零,久久久久哲,今天 18:06 转赞人数超过10,,#中国当前不适用完全开放#动态清零是为了什么？为了人民群众的健康和生活能够得到保障，现在呢疫情三年了，出现疫情就封城无休无止的核酸，抢菜，混乱的管理比比皆是，更有甚者连透析等更危机生命的疾病都无法得到保障，试问这样的动态清理意义何在？ ​                , 0, 6,30,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=12
清零,左手接飞刀,"
                        今天18:05
                        ",新版微博 weibo.com,"
                    现在网上关于清零和共存的争论很激烈，谁也不服谁，今天#广州疫情# 突然爆发，上了好几个热搜，这波能不能处理好，可能很大程度上会决定后面的走势。我还是很看好的，这全员核酸一天就完成，安排妥当，井然有序，大家都很积极相应啊，并不像网上那么多共存派 ​                ", 0, 1,4,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=12
清零,庄里微,"
                        今天18:04
                        ",真我V15 国潮当道,"
                    【#4月8日保定安国新增42例阳性感染者#】今天下午，保定安国市政府新闻办召开新冠肺炎疫情防控工作新闻发布会，发布全市疫情防控最新情况。发布会通报，截至4月8日14：00，安国市已完成第9轮核酸检测，采集样本303972份，已出结果303972份。其中，在隔离点检出新增阳性感染者42人，涉及全市3个 ​  展开c", 0, 1,1,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=12
清零,Ocsap-,今天 18:03 转赞人数超过40,iPhone客户端,#我国超一半人携带幽门螺杆菌#封城！清零！谁家没有老人小孩啊 这细菌太可怕了 坚持防疫100年 感动中国 ​                , 3, 8,44,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=12
清零,麻麻说取名字费脑筋,"
                        今天18:03
                        ",小田心的iPhone 11,"#张文宏说这一波奥密克戎袭击很快很猛##上海副市长哽咽发言#
这两天我朋友圈都被半夜起来被抢菜抢肉封小区刷屏了，疫情这么久以来从来没像现在这样大规模灾难过。
微博上好多清零派特别特别想不通国外的防疫、国外的人，“怎么怎么都想不通”“绝了 脑子怎么长的，到底为啥不防疫，为啥不反抗zf ？” ​ 展开c", 1, 6,10,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=12
清零,理想便宜卖-Matias,"
                        今天18:03
                        ",微博国际版,"
                    把所有错误都归结于归零，是掩盖能力和渎职的体现。比如，阳性没有人管，这不是清零的错吧？ ​                ", 2, 4,14,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=12
清零,李舟-,今天 18:01 转赞人数超过10,OPPO A11,"
                    张文宏一出来，涉及张文宏的文章又被限流了。国家政策是动态清零，但是主张与病毒共存的人却能被各大媒体热捧宣扬自己的观点，支持国家政策的却很难有自由的说话之地。打开微信，看到的几乎都是支持与病毒共存的文章和视频(微信有大量人气很高的宣扬共存的海外视频博主)，下面的评论也基本都是一边倒地 ​  展开c", 2, 7,22,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=12
清零,偵探先生墨野兔識破貓咪的偽裝,"
                        今天18:00
                        ",iPad air,#上海蔬菜礼包如有遗漏将及时补上#  除了共存或清零或躺平还有pua市民 100一只不到三斤的母鸡可以让安分守己体谅外送商家的市民说出市中心还135呢卖100就不错了 ​                , 0, 评论,1,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=12
清零,苏州日报,"
                        今天18:00
                        ",微博 weibo.com,"
                    【#上海将进行三区阶梯式管理#】#上海市拟再开展一次全员核酸检测# 为有效遏制疫情扩散蔓延，尽快实现社会面动态清零的目标，根据国家新冠疫情社区防控的有关规定，结合之前多轮筛查的情况，上海市拟再开展一次全员核酸检测。根据检测结果分析研判，上海将实施分区分级差异化防控，依据风险程度的大小 ​  展开c", 0, 评论,0,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=12
清零,深圳小天,今天 17:59 转赞人数超过1400,深圳小天超话,"
                    上海专家：这一波奥密克戎袭击很快很猛复旦大学附属华山医院感染科主任张文宏4月9日表示，“这一波奥密克戎袭击来的很快很猛，对医疗体系造成了冲击，特别是正常的医疗秩序受到了冲击。尽快实现动态清零，有助于尽早恢复正常的医疗秩序，让各类病人特别是危重病人都能得到好的医疗照顾。上海医疗救治 ​  展开c", 46, 335,2610,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=12
清零,福建海博TV,"
                        今天17:58
                        ",HUAWEI P40 Pro 5G,#防抗新型冠状病毒感染的肺炎#【#张文宏说这一波奥密克戎袭击很快很猛#】针对当前的疫情形势，复旦大学附属华山医院感染科主任@张文宏医生 4月9日表示，“这一波奥密克戎袭击来的很快很猛，对医疗体系造成了冲击，特别是正常的医疗秩序受到了冲击。尽快实现动态清零，有助于尽早恢复正常的医疗秩序，让 ​  展开c, 0, 1,1,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=12
清零,梦迪说财经,"
                        今天17:58
                        ",财经热搜榜iPhone 12 Pro Max,"
                    只求证伪？！最近陆续看到有地方开始放松房地产调控政策，伴随而来也传出了另一种声音：动态清零的疫情防控机制下，背后的疫苗和新冠检测企业赚得大把的钱变相又流入房地产，无形中稳定并推高房价，进而加剧了无房人士买房难的问题。这貌似不无道理。这些企业确实赚了不少钱，例如之前新闻报道某兴2 ​  展开c", 0, 评论,447,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=12
清零,蓝天梦0120,"
                        今天17:58
                        ",HUAWEI Mate30 Pro 5G,"
                    美国一直在不余余力的攻击中国的抗疫政策，抗疫差等生不愿看到抗疫优等生取得成功，美国依靠舆论影响力，渲染新冠病毒就是大号流感，还拿新加坡举例子，致使我们内部一些地区在对动态清零政策执行上出现了松动，上海就是很好的例子，自认为地位特殊，需要特殊对待，有效仿新加坡之嫌，没能坚定的执行中 ​  展开c", 3, 3,0,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=12
清零,蕃茄酱kimi,"
                        今天17:57
                        ",iPhone客户端,"
                    开会的荒诞指数2.0开始信邪了 快点转发这个阳呈零 护理一秒清零 2上海 ​                ", 0, 评论,4,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=12
清零,中新网海南,"
                        今天17:55
                        ",新版微博 weibo.com,"
                    【连续三天没有新增本土病例！# 海口#疫情形势趋向好】4月9日下午17时许，2022年海口市第六场新型冠状病毒肺炎疫情防控新闻发布会举行。截至目前，海口连续三天没有收到本土新增阳性感染者情况报告，实现社会面动态清零目标，全市疫情形势趋向好。3月29日至4月9日15时，全市累计报告确诊病例10例，无 ​  展开c", 0, 评论,0,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=13
清零,泉州那些事儿,"
                        今天17:54
                        ",泉州超话,"
                    泉州市疾控中心提醒：社会面动态清零≠没有疫情扩散传播风险目前，泉州的疫情防控工作初步实现社会面动态清零的目标，社区传播风险基本控制。令人振奋的消息传来，市民为此欢呼骄傲，不过高兴归高兴，疾控专家提醒市民，社会面动态清零不等于不存在疫情扩散传播的风险，市民群众仍需坚持落实各项防控 ​  展开c", 0, 评论,1,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=13
清零,正能量的小耗子,今天 17:54 转赞人数超过20,小米10 至尊纪念版,#中国当前不适用完全开放#看看这个话题，真恶心到我了国家与政府最大程度保证大家的健康，动态清零就是中国当前国情最好的方针，如果躺平了，自己想想我们的医疗系统会受到多大的冲击，看看国外死亡率再回来想想这个问题 ​                , 0, 5,31,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=13
清零,南宇宇鸦,今天 17:52 转赞人数超过50,Note 10 Pro,#深圳开学时间#动态清零七天噢，多了一例照常开学是吧 ​                , 1, 6,55,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=13
清零,上海奉贤发布,"
                        今天17:52
                        ",iPhone 12,"
                    奉贤区关于开展全域核酸筛查和区域管控告市民书亲爱的市民朋友们：为迅速遏制疫情扩散蔓延势头，尽早实现社会面动态清零，根据之前多轮筛查的情况，市防控办决定于4月9日至11日，再进行一次覆盖全市的核酸筛查工作。根据统一部署，奉贤区的全域核酸检测采样工作于4月9日下午2时正式启动。我们坚 ​  展开c", 0, 1,2,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=13
清零,河北新闻广播,"
                        今天17:52
                        ",OPPO Reno6 Pro+ 5G,#关注河北疫情# 【#4月8日安国市社会面检出阳性病例首日实现清零#】今天下午，安国市政府新闻办召开新冠肺炎疫情防控工作新闻发布会，发布全市疫情防控最新情况。据介绍，4月8日，该市社会面检出阳性病例首日实现了清零。截至4月8日下午14：00，安国市已完成第9轮核酸检测，采集样本303972份，已出结果 ​  展开c, 0, 评论,1,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=13
清零,椿树巷雾,今天 17:52 转赞人数超过30,iPhone客户端,#深圳开学时间#清零了吗教育局清零了吗教育局清零了吗教育局@深圳教育 ​                , 0, 4,36,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=13
清零,正义南康,今天 17:51 转赞人数超过10,微博国际版,"
                    【上海：#上海拟再开展一次全员核酸#，将据风险程度大小，按照三区划分原则进行阶梯式管理】#上海拟开展全员核酸后分区管理# 上海市新冠肺炎疫情防控新闻发布会，上海市副市长、市疫情防控工作领导小组副组长宗明在会上表示，为有效遏制疫情扩散蔓延，尽快实现社会面动态清零的目标，根据国家新冠疫情 ​  展开c", 3, 5,12,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=13
